No,Disease,Question,Answer1,Answer2,Answer3,Answer4
1089,疱疹B病毒感染症,疱疹B病毒感染症傳染途徑為何？,被猴子抓咬傷 : 被猴子咬傷或抓傷，皮膚、黏膜暴露於帶有病毒的猴子唾液、分泌物或其污染物中,實驗室感染 : 在實驗室進行細胞培養病毒時，操作不當而感染,接觸傳染: 因為照顧病患被感染，而有人傳人的報告,
1090,疱疹B病毒感染症,疱疹B病毒感染症潛伏期和可傳染期,通常在3天至3星期的潛伏期。,,,
1091,疱疹B病毒感染症,疱疹B病毒感染症流行地區有哪些,南亞及東南亞地區,,,
1092,疱疹B病毒感染症,如何預防疱疹B病毒感染症,避免接觸與餵食猴子以及太靠近猴子以防遭咬傷或抓傷,從事與猴子有關的工作時應配戴口罩、防水手套及鞋靴等防護裝備， 並避免直接接觸猴子的血、體液,雖然人與人之間的傳播可能性低，但是與疑似病患接觸時，仍應防血、體液感染的發生,
1093,疱疹B病毒感染症,除了接種或投藥外的疱疹B病毒感染症預防方法,避免接觸與餵食猴子以及太靠近猴子以防遭咬傷或抓傷,從事與猴子有關的工作時應配戴口罩、防水手套及鞋靴等防護裝備， 並避免直接接觸猴子的血、體液,雖然人與人之間的傳播可能性低，但是與疑似病患接觸時，仍應防血、體液感染的發生,
1094,疱疹B病毒感染症,何時需要進行疱疹B病毒感染症的預防接種或投藥,遭猴子抓咬傷後，立刻使用肥皂或優碘澈底消毒傷口，然後以大量清水沖洗傷口15至20分鐘，儘速就醫,由醫師評估是否給予疱疹B病毒預防性投藥，及其他與動物抓咬傷相關疾病(例如:破傷風、細菌感染及狂犬病等)的處置,,
1095,疱疹B病毒感染症,我可以公費接種或投藥嗎？,美國CDC建議提供Valacylovir 或Acyclovir 作為預防性投藥，但是該處方目前不符合我國健保給付規範，個案須自費使用,,,
1096,疱疹B病毒感染症,接種疱疹B病毒感染症疫苗需要額外付費嗎？,疱疹B病毒感染症目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,,,
1097,疱疹B病毒感染症,接種後或投藥後要注意什麼,疱疹B病毒潛伏期為3天至3週，因發病後致死率相當高，無論是否自費使用預防性投藥，在遭抓咬傷後3週內，個案都應監控身體症狀,,,
1098,疱疹B病毒感染症,疑似感染?疹B病毒感染症了怎麼辦？,使用強效肥皂、碘液或漂白水快速、深入且徹底地來清潔消毒被猴子接觸的傷口，對於傷口較深或是接觸過有症狀的猴子的病人，應立即給予治療。目前已有許多抗病毒藥物使用於疱疹B病毒感染症的治療，因此若疑似感染，應儘速就醫並主動告知醫師相關暴觸史訊息，以及早獲得妥適的治療,,,
1099,疱疹B病毒感染症,疑似罹患疱疹B病毒感染症要去哪裡就醫？,請儘速附近醫療院所就診，並主動告知醫師相關暴觸史訊息，以及早獲得妥適的治療,,,
1100,疱疹B病毒感染症,疱疹B病毒感染症用藥可否自行停藥？,建議須由專業醫師評估,,,
1101,鉤端螺旋體,什麼是鉤端螺旋體？,"是由鉤端螺旋體感染產生的感染症,是熱帶、亞熱帶地區常見的人畜共通感染病",鉤端螺旋體為細桿狀螺旋型，一端或兩端呈現鉤狀的螺旋體，可經由傷口感染幾乎所有的哺乳類動物，包括野生動物及家畜。主要宿主有老鼠、犬隻、豬、牛、馬、羊等動物,,
1102,鉤端螺旋體,鉤端螺旋體會有什麼症狀？,好問題！感染者的症狀不一，可能沒有症狀或產生各種症狀，從輕微到嚴重都有可能；輕微者最初症狀多半與感冒類似，包括發燒、頭痛、腸胃道不適、畏寒、紅眼、肌肉酸痛等症狀，有的還會以腦膜炎症狀表現,嚴重者會出現腎衰竭，黃疸與出血現象,,
1103,鉤端螺旋體,鉤端螺旋體有哪些高風險族群,此病易發生於野外經常接觸可能受感染動物排泄物污染之水源或屠體組織之工作者，如：農民、礦工、獸醫、畜牧業者、漁民及軍隊等,於人群中爆發流行原因，為接觸到受感染動物污染之水源（例：河流、湖水等），尤其是在污染區從事野外活動－游泳、露營、運動等。洪水氾濫後常見爆發性流行,,
1104,鉤端螺旋體,鉤端螺旋體傳染途徑為何？,可經由食入或接觸受感染動物之尿液或組織污染的水、土壤、食物而感染,當人們工作（農夫、衛生下水道工程人員或維修人員、礦工）、游泳、戲水或野營時，經由皮膚傷口、口咽黏膜、眼結膜、鼻腔或生殖道的傷口感染,,
1105,鉤端螺旋體,鉤端螺旋體潛伏期和可傳染期,人與人間直接傳染極為罕見，螺旋體可經由尿液排除達一個月或更長，因此病人的污物（尤其是尿液）須小心處理。潛伏期通常為10天，範圍包含2~30天,,,
1106,鉤端螺旋體,鉤端螺旋體的國內流行期,衛生福利部疾病管制署「傳染病統計資料查詢系統」,,,
1107,鉤端螺旋體,鉤端螺旋體流行地區有哪些,在世界各地，不論鄉村或城市，已開發或開發中國家，除了極地之外，皆有鉤端螺旋體病發生,,,
1108,鉤端螺旋體,如何預防鉤端螺旋體,1.避免在可能遭受污染的水中游泳或涉水 2.當工作必須暴露於病源環境時，採用適當的防護措施。高風險工作者，使用長靴、手套及圍裙 3.避免接觸可能遭受污染的水或土壤 4.進行滅鼠工作，保持居家環境清潔 5.隔離被感染的動物，避免其尿液污染環境 6.對畜養之動物施打疫苗,"衛生單位如接獲動物防疫單位通知畜養之動物檢驗為陽性，請提供飼主及相關接觸者（如動物照顧者）以下衛教訊息，以降低感染之風險
 1.避免接觸動物尿液、血液或組織，如需接觸，建議採用適當的防護措施，並於接觸後洗手
 2.如需清理動物污染的表面或尿液時，建議使用1:10的家用含氯漂白水進行消毒
 3.請飼主遵循獸醫師之建議使用動物用藥及相關措施",,
1109,鉤端螺旋體,接種鉤端螺旋體疫苗需要額外付費嗎？,鉤端螺旋體目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,,,
1110,鉤端螺旋體,疑似感染鉤端螺旋體了怎麼辦？,就醫時主動告知醫師於發病前一個月內是否有動物接觸史、旅遊史或打掃污染環境之經驗（如：污水、溼土等），以利臨床診斷及治療之參考,,,
1111,鉤端螺旋體,疑似罹患鉤端螺旋體要去哪裡就醫？,請儘速附近醫療院所就診，就醫時主動告知醫師於發病前一個月內是否有動物接觸史、旅遊史或打掃污染環境之經驗（如：污水、溼土等）,,,
1112,鉤端螺旋體,鉤端螺旋體要怎麼治療？,1.抗生素治療:應即早給予有效的抗生素治療。 症狀嚴重：應該用靜脈注射Penicillin或第三代Cephalosporins。使用penicillin 需注意Jarisch-Herxheimer reaction，因治療後短暫時間內細菌大量死亡釋放出內毒素，而造成病情暫時惡化,症狀較不嚴重：可以口服抗生素治療，例如 Doxycycline、Amoxicillin或Ampicillin,2.支持性治療: 嚴重的病患應給予積極的支持性治療，包括呼吸治療、體液的控制和電解質平衡、以及處理出血等，若出現腎衰竭，應給予透析,
1113,類鼻疽,什麼是類鼻疽？,由感染類鼻疽桿菌引起，屬假單孢菌屬革蘭氏陰性桿菌，此菌在土壤、水池及積水環境中存在，會感染馬、羊、豬等動物以及人類，其引起的病即稱為類鼻疽,類鼻疽桿菌Burkholderia pseudomallei,,
1114,類鼻疽,類鼻疽會有什麼症狀？,"好問題！大部分症狀並不明顯，常常被人忽略以為是感冒，提醒注意以下臨床症狀：
 1. 肺炎
 2. 急性皮膚化膿與局部淋巴腫大
 3. 慢性化膿性類鼻疽
 4. 菌血症與敗血症",,,
1115,類鼻疽,罹患類鼻疽的嚴重性？,此疾病在人類中並不常見，即使在地方性流行地區經常接觸到水或土壤的民眾也很少見,許多慢性無症狀感染者，可能會因嚴重受傷、燒傷或其他疾病（如糖尿病或腎衰竭），而由無症狀情形轉變出現臨床疾病,,
1116,類鼻疽,類鼻疽傳染途徑為何？,這個問題非常好！主要的傳染途徑是由於皮膚傷口接觸到受病原菌污染的土壤或水而引起感染，但也可能經由吸入、食入受污染的土壤或水，或吸入受污染的塵土而受感染，一般情形下，並不會由人直接傳染給人,,,
1117,類鼻疽,類鼻疽潛伏期和可傳染期,從可能的暴露經驗推算至出現臨床症狀之時間，可短至2 天，或長達數月或數年（第9天，為發病高峰期）,,,
1118,類鼻疽,類鼻疽的國內流行期,衛生福利部疾病管制署「傳染病統計資料查詢系統」,,,
1119,類鼻疽,類鼻疽流行地區有哪些,在以下國家中曾有病例報告，但可能並不只局限發生於這些國家，如東南亞之泰國、馬來西亞、印尼、越南、新加坡、菲律賓、伊朗、土耳其，澳洲東北部，巴布亞新幾內亞，關島，厄瓜多爾，象牙海岸，巴拿馬，斯里蘭卡，馬達加斯加島，巴西，墨西哥，海地，薩爾瓦多，波多黎各等地,,,
1120,類鼻疽,如何預防類鼻疽,1. 身體虛弱抵抗力差的人，包括糖尿病及外傷者，應避免赤足於污泥土或污水中,2. 皮膚有撕裂傷、擦傷或燒傷的人，若接觸到受污染的水或土壤，應儘快清洗乾淨，或使用鞋套或手套，以避免皮膚直接暴露於濕土,,
1121,類鼻疽,接種類鼻疽疫苗需要額外付費嗎？,類鼻疽目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,,,
1122,類鼻疽,疑似感染類鼻疽了怎麼辦？,類鼻疽為嚴重致死性感染症，若有疑似症狀應儘早就醫，才能早期診斷、早期治療,,,
1123,類鼻疽,罹患類鼻疽要注意什麼？,類鼻疽菌本身對多種抗生素都有抗藥性，即使在實驗室細菌培養有效的抗生素使用在臨床上也不一定有效,目前一般認為急性期需要用針劑的第三代頭孢子素（ceftazidime），視臨床情況使用2～4週。急性期治療後還必須使用長期20週的維持療法（maintenance treatment ），以避免復發，目前一般認為有效的處方為合併的抗生素療法（如：Chloramphenicol、doxycycline及trimethoprim/Sulfamethoxazole）,,
1124,類鼻疽,疑似罹患類鼻疽要去哪裡就醫？,請儘速附近醫療院所就診,,,
1125,中華肝吸蟲感染症,什麼是中華肝吸蟲感染症？,中華肝吸蟲感染是中華肝吸蟲成蟲寄生於人體的肝膽管內所引發的疾病,,,
1126,中華肝吸蟲感染症,中華肝吸蟲感染症會有什麼症狀？,大多數人如感染少量蟲數（少於100隻），症狀不明顯或輕微，例如：腹部不適、下痢等，部分病人可能產生周邊血液嗜伊紅血球增多合併間歇性黃疸,如感染中度蟲數（少於1000隻），呈現症狀較明顯，包括發燒、寒顫、厭食、體重減輕、腹痛、疲憊或腹脹等,如感染大量蟲數（1000-25000隻），可能會出現右上腹部急性疼痛的症狀,
1127,中華肝吸蟲感染症,罹患中華肝吸蟲感染症的嚴重性？,因為這種寄生蟲可能在人體存活很多年（20-25年），肝臟可能因長期慢性感染導致膽管上皮增生、纖維化、膽結石或細胞病變等,,,
1128,中華肝吸蟲感染症,中華肝吸蟲感染症有什麼危險徵兆,有很多研究顯示中華肝吸蟲感染症與膽管癌有關,,,
1129,中華肝吸蟲感染症,中華肝吸蟲感染症傳染途徑為何？,這個問題非常好！食入生的、未煮熟或保存不當的乾燥、煙燻或塩漬含有中華肝吸蟲幼蟲的淡水魚,,,
1130,中華肝吸蟲感染症,中華肝吸蟲感染症潛伏期和可傳染期,潛伏期10天~2年，平均21天~28天,,,
1131,中華肝吸蟲感染症,中華肝吸蟲感染症流行地區有哪些,亞洲國家或地區，像是中國大陸、香港、馬來西亞、新加坡、韓國、越南(尤其北越紅河三角洲包括河內和海防市)、東亞國家,,,
1132,中華肝吸蟲感染症,如何預防中華肝吸蟲感染症,不要吃生的或未煮熟的、煙燻的、塩漬的、乾的淡水魚類和蝦類；處理淡水魚、蝦時洗淨雙手，?具及餐具亦須洗淨並用高溫熱水燙過,生熟食砧版分開，避免食物交叉污染；不以生魚餵食狗、貓及豬等保蟲宿主,畜牧業者應禁止新鮮糞便排入水流，以防止傳染源擴散:養殖魚池例行清理污泥，消滅淡水螺等中間宿主,
1133,中華肝吸蟲感染症,除了接種或投藥外的中華肝吸蟲感染症預防方法,不要吃生的或未煮熟的、煙燻的、塩漬的、乾的淡水魚類和蝦類；處理淡水魚、蝦時洗淨雙手，?具及餐具亦須洗淨並用高溫熱水燙過,生熟食砧版分開，避免食物交叉污染；不以生魚餵食狗、貓及豬等保蟲宿主,畜牧業者應禁止新鮮糞便排入水流，以防止傳染源擴散:養殖魚池例行清理污泥，消滅淡水螺等中間宿主,
1134,中華肝吸蟲感染症,接種中華肝吸蟲感染症疫苗需要額外付費嗎？,中華肝吸蟲感染症目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,,,
1135,中華肝吸蟲感染症,疑似感染中華肝吸蟲感染症了怎麼辦？,請儘速附近醫療院所就診,,,
1136,中華肝吸蟲感染症,疑似罹患中華肝吸蟲感染症要去哪裡就醫？,請儘速附近醫療院所就診,,,
1137,中華肝吸蟲感染症,中華肝吸蟲感染症要怎麼治療？,最常使用的治療藥物是Praziquantel，依病情嚴重程度使用1~2天，治癒率達98%~100%,,,
1138,立百病毒感染症,什麼是立百病毒感染症？,"立百病毒 (NipahVirus, NiV) 過去稱equine morbillivirus，為副黏液病毒（Paramyxoviridae）科，Henipavirus屬",,,
