縣市,鄉鎮市區,機構類別,醫事機構代碼,合約醫療院所名稱,接種時間,聯絡電話,地址,公費疫苗,自費疫苗
臺北市,中正區,合約院所,3501185685,家禾診所,"週一、三、五
07:00-22:30
週二、四
07:00-17:00",02-2333-1368,臺北市中正區三元街217號,臺北市長者23PPV、中央長者23PPV、流感疫苗,無
臺北市,中正區,合約院所,3501185890,好甘心診所,"週一~週五
09:00-12:00
14:00-17:00


","02-2370-0887
傳真:02-2370-3403",臺北市中正區公園路30號9樓之1、9樓之2,臺北市長者23PPV、中央長者23PPV、流感疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、流感疫苗、9HPV、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501185676,和眾綜合診所,"週一~週五
08:00-13:00
14:00-16:30
17:30-20:00


","02-2381-8766
傳真:02-2381-7866",臺北市中正區忠孝西路一段6號,臺北市長者23PPV、中央長者23PPV、流感疫苗,無
臺北市,萬華區,合約院所,"""0901190010",西園醫療社團法人西園醫院,"週一至週五
09:00-12:00 
14:30-17:00
18:00-20:30",02-2307-6968,臺北市萬華區西園路2段270號,各項常規疫苗、臺北市輪狀病毒疫苗、流感疫苗、肺炎鏈球菌疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501194424,快樂兒童診所,"週一、四、五
09:00-11:00
14:00-16:30
18:00-20:30
週二
09:00-11:00
18:00-20:30
週三
09:00-11:00",02-2332-8610,臺北市萬華區寶興街121號1樓,各項常規疫苗、臺北市輪狀病毒疫苗、流感疫苗、肺炎鏈球菌疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501192251,漢宗小兒科診所,"週一至週五
08:00-12:00 
15:00-18:00
18:30-21:30",02-2303-9022,臺北市萬華區中華路2段434號1樓,各項常規疫苗、臺北市輪狀病毒疫苗、流感疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501195734,益銓診所,"週一至週五
08:30-12:00 
15:00-18:00
18:30-22:00",02-2333-1323,臺北市萬華區萬大路233號,流感疫苗,流感疫苗
臺北市,萬華區,合約院所,3501190168,萬華劉小兒科診所,"週一至週五
08:00-12:00 
19:30-21:00",02-2381-3156,臺北市萬華區康定路158號,各項常規疫苗、流感疫苗、肺炎鏈球菌疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、日本腦炎疫苗、流感疫苗
臺北市,萬華區,合約院所,2101191068,臺北市立聯合醫院附設萬華門診部,"週一至週五
09:00-11:30
14:00-16:30",02-2339-5383,臺北市萬華區東園街152號1樓,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗、流感疫苗、肺炎鏈球菌疫苗、HPV疫苗,13PCV、輪狀病毒疫苗
臺北市,萬華區,合約院所,101090517,臺北市立聯合醫院昆明院區,"週一至週五
09:00-11:00
13:30~16:00                                                                                                                                                ",02-2370-3739,臺北市萬華區昆明街100號,流感疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、HPV疫苗(4價無9價)
臺北市,萬華區,合約院所,3501194451,青年診所,"週一至週五
09:00-12:00 
15:30-21:30",02-2303-2450,臺北市萬華區中華路2段424號,各項常規疫苗、流感疫苗、肺炎鏈球菌疫苗、臺北市輪狀病毒疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501192733,天行健診所,"週一至週五
08:30-12:00 
13:30-17:30
18:00-21:30",02-2332-0688,臺北市萬華區寶興街127號1樓,流感疫苗、肺炎鏈球菌疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501194657,永康診所,"週一至週五
08:00-13:00 
13:00-18:00
18:00-22:00",02-2312-3455,臺北市萬華區桂林路47號,流感疫苗、肺炎鏈球菌疫苗、HPV疫苗,13PCV、23PPV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501195690,瑞生診所,"週一至週五
08:00-13:00 
13:00-18:00
18:00-22:00",02-2301-2788,臺北市萬華區西園路2段250號,流感疫苗、肺炎鏈球菌疫苗、HPV疫苗,B型肝炎疫苗、流感疫苗、帶狀皰疹疫苗、HPV疫苗
臺北市,萬華區,合約院所,1401190011,財團法人台灣省私立台北仁濟院附設仁濟醫院,"週一至週五
09:00-11:30 
13:30-16:30","02-2302-1133轉1
(語音掛號)
02-2302-1133轉9
(人工掛號)",臺北市萬華區廣州街243號,流感疫苗、肺炎鏈球菌疫苗,B型肝炎疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,"""0401190010",國立臺灣大學醫學院附設醫院北護分院,"週一、五
14:00-15:30",02-2371-7101轉8181,臺北市萬華區內江街87號,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗、流感疫苗、肺炎鏈球菌疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,1401190039,同仁院醫療財團法人萬華醫院,"週一至週五
08:30-12:00
13:30-17:00
18:00-21:30",02-2305-9292,臺北市萬華區中華路2段606巷6號,流感疫苗、肺炎鏈球菌疫苗,B型肝炎疫苗、流感疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501194595,萬澤內科診所,"週一、週三、週五
09:00-11:00 
15:30-18:00
19:00-21:00
週二、週四
09:00-11:00 
15:30-18:00",02-2339-7018,臺北市萬華區萬大路425之1號2樓,流感疫苗、肺炎鏈球菌疫苗,
臺北市,萬華區,合約院所,3501194648,光耳鼻喉科診所,"週一至週五
08:30-12:00
14:30-17:00
18:00-21:30",02-2307-7565,臺北市萬華區青年路90號,流感疫苗、北市肺炎鏈球菌疫苗,流感疫苗
臺北市,萬華區,合約院所,3501192528,聖約翰婦產科診所,"週一至週五
09:00-12:00
14:30-17:30
19:00-21:30",02-2309-8502,臺北市萬華區東園街175號,各項常規疫苗、HPV疫苗,HPV疫苗、帶狀皰疹疫苗
臺北市,萬華區,合約院所,3501194835,佳安診所,"週一至週五
08:00-12:00 
15:00-18:00
18:30-21:30",02-2332-0898,臺北市萬華區青年路34號,流感疫苗、肺炎鏈球菌疫苗,流感疫苗
臺北市,萬華區,合約院所,3501192420,慧洋診所,"週一至週五
09:00-12:00
16:00-21:00",02-2302-0209,臺北市萬華區莒光路125號,流感疫苗、肺炎鏈球菌疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、流感疫苗、帶狀皰疹疫苗、肺炎鏈球菌疫苗
臺北市,萬華區,合約院所,3501196035,全合診所,"週一至週五
09:00-12:30
14:00-17:30",02-2375-3383,臺北市萬華區內江街2號,成人流感疫苗、肺炎鏈球菌疫苗,
臺北市,文山區,合約院所,1501201020,景美醫院,"週一至週五
09:00-11:30
14:00-16:30","02-2933-1010
傳真 02-2931-4411",臺北市文山區羅斯福路六段280號,臺北市及中央長者23PPV、流感,成人B型肝炎疫苗、MMR疫苗、23PPV疫苗
臺北市,文山區,合約院所,2101200017,臺北市立聯合醫院附設政大門診部,"每週一、三、四、五
08:30-11:30
13:30-16:30
週二
13:30-16:30
17:30-20:00
","02-8237-7441
傳真 02-8237-7444",臺北市文山區指南路二段117號,各項常規疫苗、卡介苗、臺北市及中央長者23PPV、臺北市HPV疫苗、臺北市輪狀病毒疫苗、流感,幼兒及成人A、B型肝炎疫苗、13PCV疫苗、輪狀病毒疫苗、HPV疫苗
臺北市,文山區,合約院所,3501200338,興隆李內兒科診所,"健兒門診
週一
08:30-12:00
18:00-21:30
週二至週五 
18:00-21:30 ",02-2931-4537,臺北市文山區興隆路一段12號,各項常規疫苗、臺北市及中央長者23PPV、臺北市HPV疫苗、流感,HPV疫苗、MMR疫苗
臺北市,文山區,合約院所,3501200534,興隆內科小兒科診所,"健兒門診
週一至週四
08:30-11:30
15:30-18:30
19:00-21:00
週五
08:30-11:30
15:30-18:30","02-2931-1736
傳真 02-2931-1855",臺北市文山區興隆路二段17號,各項常規疫苗、臺北市及中央長者23PPV、臺北市輪狀病毒疫苗、臺北市HPV疫苗,幼兒及成人A、B型肝炎疫苗、13PCV疫苗、輪狀病毒疫苗、流感疫苗、帶狀皰疹疫苗、水痘疫苗
臺北市,文山區,合約院所,3501202967,東翰診所,"週一、二
08:30-12:00
15:00-18:00
18:30-21:30   
週三、四
08:30-12:00
18:30-21:30
週五
08:30-12:00
15:00-18:00",02-2930-8330,臺北市文山區興隆路二段139號,臺北市及中央長者23PPV、流感,13PCV疫苗、帶狀皰疹疫苗、成人B型肝炎疫苗、流感疫苗
臺北市,文山區,合約院所,3501200794,林建輝小兒科診所,"健兒門診
週一、二、三、五
08:30-12:00
16:30-18:00
18:30-21:30  
週四
08:30-12:00
18:30-21:30","02-2933-4933
傳真 02-2935-3675",臺北市文山區興隆路二段70號1F,各項常規疫苗、臺北市輪狀病毒疫苗、臺北市HPV疫苗,幼兒及成人A、B型肝炎疫苗、13PCV疫苗、23PPV疫苗、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501200570,泓仁診所,"週一至週五
08:30-12:00 
17:30-21:30                             ","02-2938-2627
傳真 02-2938-2627",臺北市文山區木新路2段273號,流感、臺北市及中央長者23PPV、臺北市HPV疫苗,13PCV疫苗、成人A型及B型肝炎疫苗、HPV疫苗、帶狀皰疹疫苗、流感
臺北市,文山區,合約院所,3501200963,葉洪小兒科診所,"健兒門診
週一至週五
08:30-12:00  
14:30-18:00
18:00-22:00","02-2230-0055
傳真 02-2230-7787",臺北市文山區興隆路三段202號,各項常規疫苗、臺北市輪狀病毒疫苗、臺北市HPV疫苗、流感,幼兒及成人A、B型肝炎疫苗、13PCV疫苗、水痘疫苗、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501200972,吳錫賢診所,"週一、週五
08:30-12:00
14:30-18:00
18:30-21:30  
週二、三、四
08:30-12:00
18:30-21:30","02-2938-1577
傳真 02-2931-337",臺北市文山區木新路3段208號,流感、臺北市及中央長者23PPV,成人B型肝炎疫苗、流感疫苗
臺北市,文山區,合約院所,3501201004,洪佑承小兒專科診所,"健兒門診
週一至週五
08:30-12:00 
14:30-18:00
18:00-21:30
(社區流感接種)
週二、四
08:30-12:00
14:30-18:00 
週一、五 
08:30-12:00                    ","02-2936-4708
傳真 02-2937-9396",臺北市文山區興隆路四段64之2號1F,各項常規疫苗、臺北市及中央長者23PPV、臺北市HPV疫苗、臺北市輪狀病毒疫苗、流感,幼兒及成人A、B型肝炎疫苗、13PCV疫苗、23PPV疫苗、水痘疫苗、MMR疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、Tdap(ADACEL)百日咳疫苗
臺北市,文山區,合約院所,3501201095,德安小兒科診所,"健兒門診
週一、二、三、五
08:30-12:00 
16:00-18:30
19:00-21:30
週四
16:00-18:30
19:00-21:30                     ","02-2939-5299
傳真 02-2939-5399",臺北市文山區興隆路四段6-10號,各項常規疫苗、臺北市輪狀病毒疫苗、流感,幼兒A、B型肝炎疫苗、13PCV疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501201219,官世英診所,"週一至週五
08:00-12:00 
18:00-21:30","02-8663-8189
傳真 02-8935-1447",臺北市文山區景興路45號,臺北市及中央長者23PPV、流感,13PCV疫苗、帶狀皰疹疫苗、流感疫苗
臺北市,文山區,合約院所,3501202510,徐慧玲診所,"健兒門診
週一至週五
08:30-12:00 
15:30-18:00
18:30-21:30","02-2234-0000
傳真 02-2234-4735",臺北市文山區興隆路4段99號,各項常規疫苗、臺北市及中央長者23PPV、臺北市HPV疫苗、臺北市輪狀病毒疫苗、流感,13PCV疫苗
臺北市,文山區,合約院所,3501202458,屈銘軒小兒科診所,"健兒門診
週一至週五
08:30-12:00 
16:00-18:00
18:30-21:30","02-2930-8518
傳真 02-2930-2539",臺北市文山區興隆路二段301巷4-2號,各項常規疫苗、臺北市HPV疫苗、臺北市輪狀病毒疫苗、流感,13PCV疫苗、HPV疫苗、帶狀皰疹疫苗、水痘疫苗、成人A型及B型肝炎疫苗、流感疫苗
臺北市,文山區,合約院所,3501202467,瑞萱診所,"健兒門診
週一、二、四
08:30-11:30
15:30-18:00
18:00-21:00
週三、五
08:30-11:30
18:00-21:00","02-2930-5313
傳真 02-2933-6215",臺北市文山區景華街124號1樓,各項常規疫苗、流感,"B型肝炎疫苗、13PCV疫苗、水痘疫苗、
 日本腦炎疫苗、流感疫苗、帶狀皰疹疫苗"
臺北市,文山區,合約院所,3501202823,林正豐診所,"週一至週五
08:00-12:00
14:00-18:00
18:00-21:30","02-2936-3665
傳真 02-8661-5855",臺北市文山區保儀路25號,流感、臺北市及中央長者23PPV,13PCV疫苗、23PPV疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501202592,震杰小兒科診所,"健兒門診
週二、四、五
08:30-11:00
15:30-17:00
18:30-20:30
週一、三
08:30-11:00                                ","02-8935-1869
傳真 02-8935-1752",臺北市文山區景興路129號1F,各項常規疫苗、流感,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV疫苗
臺北市,文山區,合約院所,3501202636,黃偉志小兒科診所,"健兒門診
週一至週五 
08:00-12:00 
15:00-17:00
18:30-21:30","02-2935-4556
傳真 02-2935-2372",臺北市文山區萬慶街12號1F,各項常規疫苗、臺北市輪狀病毒疫苗、流感,成人B型肝炎疫苗、MMR疫苗、輪狀病毒疫苗
臺北市,文山區,合約院所,3501200249,仁耀診所,"週一至週五
08:30-12:00 
18:00-21:30","02-2931-7788
傳真 02-8663-2356",臺北市文山區興隆路1段273號1F,流感、臺北市及中央長者23PPV,無
臺北市,文山區,合約院所,3501202798,定安診所,"週一至週五
08:30-12:00 
15:00-17:50
18:30-21:30","02-2932-3755
傳真 02-2932-3756",臺北市文山區景興路165號,流感、臺北市及中央長者23PPV,成人A型肝炎疫苗、B型肝炎疫苗、13PCV疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501201139,欣民診所,"週一至週五
08:00-12:00
14:30-16:30
16:30-21:30","02-2937-5115
傳真 02-2939-5958",臺北市文山區保儀路37號,流感、臺北市及中央長者23PPV,成人B型肝炎疫苗、13PCV疫苗、23PPV疫苗、流感疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501203124,芳馨診所,"週一至週五
09:00-12:00 
15:00-18:00
17:00-21:30",02-2932-5253,臺北市文山區興隆路二段66號,臺北市HPV疫苗、流感,流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,文山區,合約院所,3501203222,健鑫診所,"週一至週五
08:00-12:00 
15:30-18:30
18:30-21:30",02-2937-5680,臺北市文山區忠順街1段28號,流感、臺北市及中央長者23PPV,13PCV、成人B型肝炎疫苗、帶狀皰疹疫苗流感疫苗、流感疫苗、HPV疫苗
臺北市,文山區,合約院所,3501203259,樂群耳鼻喉科家醫科診所,"健兒門診
週一、二、三、五
07:30-11:30
15:00-18:30
18:30-22:00
週四
07:30-11:30
18:30-22:00","02-2234-0158
02-2234-0160",臺北市文山區木新路三段202號,各項常規疫苗、流感,幼兒及成人A、B型肝炎疫苗、水痘疫苗、MMR疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、小兒麻痺疫苗、Tdap疫苗
臺北市,文山區,合約院所,3501203268,仁荔健康診所,"週一至週五
08:00-12:00 
16:00-18:00
18:00-20:00","02-2933-9966
傳真:2933-3978",臺北市文山區興隆路一段258號,流感、臺北市及中央長者23PPV、臺北市HPV疫苗,13PCV疫苗，帶狀皰疹疫苗、23PPV疫苗
臺北市,文山區,合約院所,1301200010,臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理,"週一至週五
09:00-12:00 
14:00-17:00
18:00-21:00
健兒門診
週一至週五
14:00-17:00","02-2930-7930
傳真 02-2933-5221",臺北市文山區興隆路三段111號,各項常規疫苗、卡介苗、臺北市及中央長者23PPV、臺北市HPV疫苗、臺北市輪狀病毒疫苗、流感,幼兒及成人A、B型肝炎疫苗、13PCV疫苗、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、黃熱病疫苗、腦膜炎疫苗、小兒麻痺疫苗、傷寒疫苗、Tdap疫苗、6inl疫苗
臺北市,文山區,合約院所,3501203151,全心醫學陳醫師診所,"週一至週五
08:00-12:00 
14:00-17:00
18:00-20:00
","02-2933-2010
傳真:02-2933-2030",臺北市文山區羅斯福路6段407號2樓、2樓之1,流感、臺北市及中央長者23PPV,成人B型肝炎疫苗、13PCV疫苗、帶狀皰疹疫苗、流感疫苗
臺南市,東區,合約院所,221010019,台南市立醫院,"1.卡介苗：
週三上午10-12：00(1月為單週週三，2月恢復每週三)
2.其他疫苗：
週一至週五
上午09：00-12：00
下午02：00-05：30
晚上06：00-09：00",06-2609926,臺南市東區崇德路670號,各項常規疫苗、卡介苗、育齡婦女MMR,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、Tdap疫苗、人類乳突病毒疫苗
