國名(中),國名(英),ISO3166-1（numeric）,主類別,次類別,疾病,警示日期,疫苗
諾魯,Nauru,520,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
諾魯,Nauru,520,當地其他相關疾病,接觸傳染,狂犬病,,
諾魯,Nauru,520,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
尼泊爾,Nepal,524,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
尼泊爾,Nepal,524,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,日本腦炎疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,傷寒疫苗
尼泊爾,Nepal,524,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
尼泊爾,Nepal,524,當地其他相關疾病,蟲媒傳染,登革熱,,
尼泊爾,Nepal,524,當地其他相關疾病,蟲媒傳染,日本腦炎,,
尼泊爾,Nepal,524,當地其他相關疾病,蟲媒傳染,瘧疾,,
尼泊爾,Nepal,524,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
尼泊爾,Nepal,524,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
尼泊爾,Nepal,524,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
尼泊爾,Nepal,524,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
尼泊爾,Nepal,524,當地其他相關疾病,食物或飲水傳染,霍亂,,
尼泊爾,Nepal,524,當地其他相關疾病,食物或飲水傳染,傷寒,,
尼泊爾,Nepal,524,注意飲食安全-建議,選擇安全的食物,,,
尼泊爾,Nepal,524,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
尼泊爾,Nepal,524,當地其他相關疾病,接觸傳染,狂犬病,,
尼泊爾,Nepal,524,當地其他相關疾病,接觸傳染,新型A型流感(近5年禽鳥有檢出H5N1病毒),,
尼泊爾,Nepal,524,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
尼泊爾,Nepal,524,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
尼泊爾,Nepal,524,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
荷蘭,Netherlands,528,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
荷蘭,Netherlands,528,預防接種規定及建議,預防接種項目,,,例行性預防接種
荷蘭,Netherlands,528,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
荷蘭,Netherlands,528,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
荷蘭,Netherlands,528,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
荷蘭,Netherlands,528,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
荷蘭,Netherlands,528,當地其他相關疾病,其他類,M痘,,
荷蘭,Netherlands,528,其他類-建議,降低人際間傳播風險,,,
荷蘭,Netherlands,528,其他類-建議,降低人畜共通傳播風險,,,
荷蘭,Netherlands,528,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
荷蘭,Netherlands,528,當地其他相關疾病,接觸傳染,狂犬病,,
荷蘭,Netherlands,528,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
新喀里多尼亞,New Caledonia,540,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
新喀里多尼亞,New Caledonia,540,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
新喀里多尼亞,New Caledonia,540,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
新喀里多尼亞,New Caledonia,540,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
新喀里多尼亞,New Caledonia,540,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
新喀里多尼亞,New Caledonia,540,預防接種規定及建議,預防接種項目,,,傷寒疫苗
新喀里多尼亞,New Caledonia,540,當地其他相關疾病,蟲媒傳染,登革熱,,
新喀里多尼亞,New Caledonia,540,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
新喀里多尼亞,New Caledonia,540,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
新喀里多尼亞,New Caledonia,540,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
新喀里多尼亞,New Caledonia,540,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
新喀里多尼亞,New Caledonia,540,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
新喀里多尼亞,New Caledonia,540,當地其他相關疾病,食物或飲水傳染,傷寒,,
新喀里多尼亞,New Caledonia,540,注意飲食安全-建議,選擇安全的食物,,,
新喀里多尼亞,New Caledonia,540,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
紐西蘭,New Zealand,554,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
紐西蘭,New Zealand,554,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
紐西蘭,New Zealand,554,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
紐西蘭,New Zealand,554,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
尼加拉瓜,Nicaragua,558,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
尼加拉瓜,Nicaragua,558,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2023-03-20,
尼加拉瓜,Nicaragua,558,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
尼加拉瓜,Nicaragua,558,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
尼加拉瓜,Nicaragua,558,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
尼加拉瓜,Nicaragua,558,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
尼加拉瓜,Nicaragua,558,預防接種規定及建議,預防接種項目,,,傷寒疫苗
尼加拉瓜,Nicaragua,558,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
尼加拉瓜,Nicaragua,558,當地其他相關疾病,蟲媒傳染,登革熱,,
尼加拉瓜,Nicaragua,558,當地其他相關疾病,蟲媒傳染,瘧疾,,
尼加拉瓜,Nicaragua,558,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
尼加拉瓜,Nicaragua,558,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
尼加拉瓜,Nicaragua,558,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
尼加拉瓜,Nicaragua,558,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
尼加拉瓜,Nicaragua,558,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
尼加拉瓜,Nicaragua,558,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
尼加拉瓜,Nicaragua,558,當地其他相關疾病,食物或飲水傳染,傷寒,,
尼加拉瓜,Nicaragua,558,注意飲食安全-建議,選擇安全的食物,,,
尼加拉瓜,Nicaragua,558,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
尼加拉瓜,Nicaragua,558,當地其他相關疾病,接觸傳染,狂犬病,,
尼加拉瓜,Nicaragua,558,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
尼日,Niger,562,國際旅遊疫情建議等級,第二級:警示(Alert)警示,小兒麻痺症/急性無力肢體麻痺,2025-02-03,
尼日,Niger,562,國際旅遊疫情建議等級,第一級:注意(Watch)警示,黃熱病,2023-11-01,
尼日,Niger,562,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,傷寒疫苗
尼日,Niger,562,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
尼日,Niger,562,當地其他相關疾病,蟲媒傳染,登革熱,,
尼日,Niger,562,當地其他相關疾病,蟲媒傳染,瘧疾,,
尼日,Niger,562,當地其他相關疾病,蟲媒傳染,黃熱病,,
尼日,Niger,562,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
尼日,Niger,562,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
尼日,Niger,562,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
尼日,Niger,562,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
尼日,Niger,562,當地其他相關疾病,食物或飲水傳染,霍亂,,
尼日,Niger,562,當地其他相關疾病,食物或飲水傳染,傷寒,,
尼日,Niger,562,注意飲食安全-建議,選擇安全的食物,,,
尼日,Niger,562,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
尼日,Niger,562,當地其他相關疾病,接觸傳染,狂犬病,,
尼日,Niger,562,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
尼日,Niger,562,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
尼日,Niger,562,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
尼日,Niger,562,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第二級:警示(Alert)警示,拉薩熱,2025-04-11,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第二級:警示(Alert)警示,小兒麻痺症/急性無力肢體麻痺,2025-02-03,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第一級:注意(Watch)警示,黃熱病,2023-11-01,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第一級:注意(Watch)警示,霍亂,2024-08-01,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2024-08-01,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第一級:注意(Watch)警示,瘧疾,2024-08-01,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
奈及利亞,Nigeria,566,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,傷寒疫苗
奈及利亞,Nigeria,566,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
奈及利亞,Nigeria,566,當地其他相關疾病,其他類,M痘,,
奈及利亞,Nigeria,566,其他類-建議,降低人際間傳播風險,,,
奈及利亞,Nigeria,566,其他類-建議,降低人畜共通傳播風險,,,
奈及利亞,Nigeria,566,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
奈及利亞,Nigeria,566,當地其他相關疾病,蟲媒傳染,登革熱,,
奈及利亞,Nigeria,566,當地其他相關疾病,蟲媒傳染,屈公病,,
奈及利亞,Nigeria,566,當地其他相關疾病,蟲媒傳染,瘧疾,,
奈及利亞,Nigeria,566,當地其他相關疾病,蟲媒傳染,黃熱病,,
奈及利亞,Nigeria,566,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
奈及利亞,Nigeria,566,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
奈及利亞,Nigeria,566,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
奈及利亞,Nigeria,566,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
奈及利亞,Nigeria,566,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
奈及利亞,Nigeria,566,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
奈及利亞,Nigeria,566,當地其他相關疾病,食物或飲水傳染,霍亂,,
奈及利亞,Nigeria,566,當地其他相關疾病,食物或飲水傳染,傷寒,,
奈及利亞,Nigeria,566,注意飲食安全-建議,選擇安全的食物,,,
奈及利亞,Nigeria,566,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
奈及利亞,Nigeria,566,當地其他相關疾病,接觸傳染,狂犬病,,
奈及利亞,Nigeria,566,當地其他相關疾病,接觸傳染,新型A型流感(2007年曾通報人類H5N1流感個案),,
奈及利亞,Nigeria,566,當地其他相關疾病,接觸傳染,拉薩熱,,
奈及利亞,Nigeria,566,避免接觸動物-建議,拉薩熱大多由染病的囓齒類動物感染人類，在當地應避免接觸囓齒類動物及其屍體，並避免接觸感染者的體液,,,
奈及利亞,Nigeria,566,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
奈及利亞,Nigeria,566,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
奈及利亞,Nigeria,566,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
奈及利亞,Nigeria,566,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
奈及利亞,Nigeria,566,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
奈及利亞,Nigeria,566,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
紐埃,Niue,570,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
紐埃,Niue,570,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
紐埃,Niue,570,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
紐埃,Niue,570,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
紐埃,Niue,570,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
紐埃,Niue,570,預防接種規定及建議,預防接種項目,,,傷寒疫苗
紐埃,Niue,570,當地其他相關疾病,蟲媒傳染,登革熱,,
紐埃,Niue,570,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
