確定病名,死亡年份,死亡月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎,2023,9,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,基隆市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新竹市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,嘉義市,西區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,板橋區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,三重區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,9,新北市,三重區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,9,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,中和區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,新北市,中和區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,新北市,新店區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,三峽區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,新北市,淡水區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,9,新北市,汐止區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,9,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,土城區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,五股區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,9,新北市,泰山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新北市,萬里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,桃園市,桃園區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,9,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,桃園市,楊梅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,桃園市,新屋區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新竹縣,新埔鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新竹縣,湖口鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新竹縣,新豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,新竹縣,北埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,宜蘭縣,員山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,宜蘭縣,五結鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,宜蘭縣,南澳鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,9,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,彰化市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,彰化縣,鹿港鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,彰化縣,員林市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,田中鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,二林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,福興鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,花壇鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,彰化縣,社頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,彰化縣,大城鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,南投縣,南投市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,南投縣,埔里鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,南投縣,草屯鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,南投縣,中寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,雲林縣,斗六市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,雲林縣,斗南鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,雲林縣,古坑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,雲林縣,二崙鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,雲林縣,崙背鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,9,嘉義縣,朴子市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,嘉義縣,大林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,屏東縣,屏東市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,屏東縣,萬丹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,屏東縣,長治鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,屏東縣,新園鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,屏東縣,枋山鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,花蓮縣,玉里鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,花蓮縣,吉安鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,9,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,中山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,10,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,北投區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,萬華區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,台北市,萬華區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,萬華區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,10,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台北市,文山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,10,台中市,沙鹿區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,10,台中市,梧棲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台中市,北屯區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,10,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,白河區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,柳營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,大內區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,七股區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,歸仁區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,台南市,安南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,鳳山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,岡山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,高雄市,燕巢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,路竹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,三民區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,高雄市,旗津區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,基隆市,仁愛區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,10,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,基隆市,安樂區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新竹市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,嘉義市,西區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,10,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,板橋區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,10,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,中和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,中和區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,新店區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,新莊區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,10,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,新莊區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,10,新北市,樹林區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,樹林區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,10,新北市,鶯歌區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,鶯歌區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,10,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,淡水區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,10,新北市,土城區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,10,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,泰山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,林口區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新北市,三芝區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,桃園區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,大溪區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,蘆竹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,大園區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,龍潭區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,桃園市,平鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,10,新竹縣,橫山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新竹縣,新豐鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,新竹縣,新豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,新竹縣,芎林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,宜蘭縣,宜蘭市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,宜蘭縣,羅東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,宜蘭縣,蘇澳鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,苗栗縣,苑裡鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,10,彰化縣,彰化市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,彰化縣,社頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,彰化縣,二水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,南投縣,南投市,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,10,南投縣,南投市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,南投縣,名間鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,南投縣,國姓鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,10,南投縣,國姓鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,南投縣,水里鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,雲林縣,斗六市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,雲林縣,北港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,雲林縣,古坑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,雲林縣,莿桐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,雲林縣,林內鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,雲林縣,二崙鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,嘉義縣,布袋鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,嘉義縣,大林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,嘉義縣,義竹鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,東港鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,長治鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,里港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,內埔鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,內埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,新埤鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,屏東縣,佳冬鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,10,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,花蓮縣,玉里鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,10,台東縣,延平鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台北市,松山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,11,台北市,大安區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,11,台北市,大安區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,11,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台北市,南港區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,11,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台北市,萬華區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,11,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,清水區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,11,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,大雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,石岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,烏日區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,11,台中市,大肚區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,和平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,南屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台南市,佳里區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,11,台南市,善化區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,11,台南市,永康區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台南市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,高雄市,大社區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,11,高雄市,大社區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,高雄市,橋頭區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,11,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,高雄市,三民區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,11,高雄市,苓雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新竹市,東區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,11,嘉義市,東區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,11,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,板橋區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,11,新北市,三重區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,11,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,新莊區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,11,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,三峽區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,淡水區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,11,新北市,淡水區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,11,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,汐止區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,11,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,瑞芳區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,瑞芳區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,11,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新北市,三芝區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,桃園市,桃園區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,桃園市,中壢區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,11,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,桃園市,新屋區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,新竹縣,竹東鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,11,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,宜蘭縣,頭城鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,宜蘭縣,礁溪鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,宜蘭縣,三星鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,彰化縣,芬園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,南投縣,埔里鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,11,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,南投縣,魚池鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,南投縣,魚池鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,雲林縣,斗六市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,雲林縣,斗南鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,雲林縣,大埤鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,雲林縣,莿桐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,雲林縣,水林鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,11,屏東縣,屏東市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,屏東縣,萬丹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,11,屏東縣,獅子鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,11,花蓮縣,瑞穗鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,台北市,松山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,大安區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,台北市,大安區,M,是,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,內湖區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台北市,萬華區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,豐原區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,神岡區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,潭子區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,大雅區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台中市,烏日區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,大里區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,台中市,大里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,大里區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台中市,中區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台中市,西區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台中市,南區,M,否,70+,2
